time,temperature,humidity,ph,ec
2025-05-02 10:00:00,23.430 ,49.740 ,7.440 ,0.690 
2025-05-02 11:00:00,23.530 ,49.490 ,7.450 ,0.790 
2025-05-02 12:00:00,23.400 ,55.870 ,7.470 ,0.790 
2025-05-02 13:00:00,23.480 ,51.330 ,7.490 ,0.680 
2025-05-02 14:00:00,23.550 ,54.480 ,7.530 ,0.610 
2025-05-02 15:00:00,23.500 ,49.620 ,7.560 ,0.650 
2025-05-02 16:00:00,23.410 ,50.600 ,7.580 ,0.630 
2025-05-02 17:00:00,23.360 ,51.970 ,7.590 ,0.650 
2025-05-02 18:00:00,23.640 ,50.130 ,7.610 ,0.580 
2025-05-02 19:00:00,23.590 ,51.680 ,7.620 ,0.580 
2025-05-02 20:00:00,23.440 ,53.050 ,7.620 ,0.640 
2025-05-02 21:00:00,23.400 ,52.880 ,7.620 ,0.570 
2025-05-02 22:00:00,22.160 ,50.120 ,7.610 ,0.590 
2025-05-02 23:00:00,21.996 ,50.044 ,7.602 ,0.570 
2025-05-03 0:00:00,21.831 ,49.969 ,7.594 ,0.550 
2025-05-03 1:00:00,21.667 ,49.893 ,7.586 ,0.530 
2025-05-03 2:00:00,21.503 ,49.817 ,7.578 ,0.510 
2025-05-03 3:00:00,21.339 ,49.741 ,7.570 ,0.490 
2025-05-03 4:00:00,21.174 ,49.666 ,7.580 ,0.530 
2025-05-03 5:00:00,21.010 ,49.590 ,7.590 ,0.510 
2025-05-03 6:00:00,20.980 ,49.240 ,7.600 ,0.550 
2025-05-03 7:00:00,21.390 ,52.560 ,7.620 ,0.460 
2025-05-03 8:00:00,22.240 ,53.350 ,7.640 ,0.450 
2025-05-03 9:00:00,22.490 ,51.410 ,7.630 ,0.430 
2025-05-03 10:00:00,22.760 ,50.900 ,7.670 ,0.470 
2025-05-03 11:00:00,22.850 ,53.670 ,7.710 ,0.490 
2025-05-03 12:00:00,22.820 ,51.170 ,7.720 ,0.480 
2025-05-03 13:00:00,23.040 ,54.300 ,7.730 ,0.430 
2025-05-03 14:00:00,23.090 ,54.750 ,7.710 ,0.420 
2025-05-03 15:00:00,23.040 ,52.290 ,7.730 ,0.420 
2025-05-03 16:00:00,22.790 ,52.290 ,7.750 ,0.420 
2025-05-03 17:00:00,22.880 ,51.660 ,7.740 ,0.360 
2025-05-03 18:00:00,22.900 ,51.470 ,7.740 ,0.420 
2025-05-03 19:00:00,22.850 ,51.480 ,7.760 ,0.420 
2025-05-03 20:00:00,22.740 ,50.610 ,7.780 ,0.360 
2025-05-03 21:00:00,22.270 ,51.580 ,7.770 ,0.410 
2025-05-03 22:00:00,21.350 ,51.560 ,7.740 ,0.400 
2025-05-03 23:00:00,21.110 ,49.040 ,7.720 ,0.370 
2025-05-04 0:00:00,20.980 ,52.370 ,7.700 ,0.360 
2025-05-04 1:00:00,20.700 ,51.570 ,7.690 ,0.370 
2025-05-04 2:00:00,20.760 ,51.630 ,7.670 ,0.370 
2025-05-04 3:00:00,20.590 ,52.920 ,7.640 ,0.350 
2025-05-04 4:00:00,20.480 ,54.220 ,7.640 ,0.320 
2025-05-04 5:00:00,20.360 ,51.510 ,7.660 ,0.340 
2025-05-04 6:00:00,20.650 ,50.420 ,7.660 ,0.350 
2025-05-04 7:00:00,21.730 ,51.370 ,7.660 ,0.350 
2025-05-04 8:00:00,22.810 ,54.200 ,7.700 ,0.320 
2025-05-04 9:00:00,23.240 ,54.000 ,7.720 ,0.340 
2025-05-04 10:00:00,23.370 ,55.590 ,7.750 ,0.320 
2025-05-04 11:00:00,23.170 ,56.630 ,7.760 ,0.300 
2025-05-04 12:00:00,23.130 ,52.400 ,7.770 ,0.300 
2025-05-04 13:00:00,23.040 ,55.030 ,7.790 ,0.340 
2025-05-04 14:00:00,23.290 ,50.190 ,7.800 ,0.340 
2025-05-04 15:00:00,23.370 ,56.270 ,7.810 ,0.320 
2025-05-04 16:00:00,23.360 ,54.420 ,7.810 ,0.290 
2025-05-04 17:00:00,23.230 ,53.330 ,7.820 ,0.330 
2025-05-04 18:00:00,23.040 ,54.150 ,7.820 ,0.320 
2025-05-04 19:00:00,23.100 ,53.420 ,7.810 ,0.290 
2025-05-04 20:00:00,22.950 ,51.980 ,7.800 ,0.280 
2025-05-04 21:00:00,22.590 ,53.480 ,7.780 ,0.280 
2025-05-04 22:00:00,21.860 ,49.760 ,7.750 ,0.310 
2025-05-04 23:00:00,21.310 ,51.850 ,7.730 ,0.300 
2025-05-05 0:00:00,21.210 ,50.250 ,7.720 ,0.300 
2025-05-05 1:00:00,20.830 ,51.370 ,7.690 ,0.290 
2025-05-05 2:00:00,20.900 ,49.470 ,7.690 ,0.280 
2025-05-05 3:00:00,20.760 ,51.390 ,7.680 ,0.290 
2025-05-05 4:00:00,20.830 ,51.810 ,7.680 ,0.280 
2025-05-05 5:00:00,20.690 ,50.970 ,7.670 ,0.270 
2025-05-05 6:00:00,20.840 ,51.290 ,7.670 ,0.280 
2025-05-05 7:00:00,21.240 ,54.230 ,7.690 ,0.310 
2025-05-05 8:00:00,22.350 ,52.560 ,7.720 ,0.270 
2025-05-05 9:00:00,22.810 ,53.060 ,7.730 ,0.280 
2025-05-05 10:00:00,22.660 ,53.790 ,7.740 ,0.260 
2025-05-05 11:00:00,22.900 ,52.910 ,7.760 ,0.260 
2025-05-05 12:00:00,22.900 ,55.430 ,7.770 ,0.270 
2025-05-05 13:00:00,22.950 ,53.050 ,7.770 ,0.250 
2025-05-05 14:00:00,22.720 ,53.860 ,7.770 ,0.250 
2025-05-05 15:00:00,22.710 ,53.830 ,7.770 ,0.250 
2025-05-05 16:00:00,22.650 ,52.440 ,7.780 ,0.290 
2025-05-05 17:00:00,22.550 ,52.480 ,7.780 ,0.260 
2025-05-05 18:00:00,22.760 ,52.230 ,7.790 ,0.280 
2025-05-05 19:00:00,22.810 ,53.830 ,7.790 ,0.260 
2025-05-05 20:00:00,22.690 ,50.480 ,7.780 ,0.250 
2025-05-05 21:00:00,22.300 ,52.200 ,7.770 ,0.250 
2025-05-05 22:00:00,21.250 ,51.370 ,7.740 ,0.260 
2025-05-05 23:00:00,21.164 ,51.306 ,7.722 ,0.262 
2025-05-06 0:00:00,21.079 ,51.241 ,7.704 ,0.264 
2025-05-06 1:00:00,20.993 ,51.177 ,7.686 ,0.266 
2025-05-06 2:00:00,20.907 ,51.113 ,7.668 ,0.268 
2025-05-06 3:00:00,20.821 ,51.049 ,7.650 ,0.270 
2025-05-06 4:00:00,20.736 ,50.984 ,7.660 ,0.240 
2025-05-06 5:00:00,20.650 ,50.920 ,7.650 ,0.270 
2025-05-06 6:00:00,20.590 ,54.620 ,7.660 ,0.250 
2025-05-06 7:00:00,22.310 ,54.040 ,7.660 ,0.220 
2025-05-06 8:00:00,23.100 ,56.510 ,7.700 ,0.250 
2025-05-06 9:00:00,23.160 ,53.430 ,7.720 ,0.250 
2025-05-06 10:00:00,23.270 ,51.280 ,7.750 ,0.270 
2025-05-06 11:00:00,23.270 ,54.290 ,7.750 ,0.250 
2025-05-06 12:00:00,23.160 ,54.690 ,7.760 ,0.250 
2025-05-06 13:00:00,23.070 ,56.700 ,7.770 ,0.230 
2025-05-06 14:00:00,23.160 ,57.380 ,7.780 ,0.270 
2025-05-06 15:00:00,23.170 ,54.830 ,7.790 ,0.250 
2025-05-06 16:00:00,23.160 ,54.120 ,7.790 ,0.260 
2025-05-06 17:00:00,23.140 ,50.950 ,7.740 ,0.250 
2025-05-06 18:00:00,23.100 ,54.770 ,7.720 ,0.260 
2025-05-06 19:00:00,23.000 ,56.090 ,7.740 ,0.240 
2025-05-06 20:00:00,22.980 ,54.450 ,7.730 ,0.240 
2025-05-06 21:00:00,21.960 ,52.040 ,7.720 ,0.250 
2025-05-06 22:00:00,21.858 ,52.025 ,7.702 ,0.248 
2025-05-06 23:00:00,21.755 ,52.010 ,7.683 ,0.247 
2025-05-07 0:00:00,21.653 ,51.995 ,7.665 ,0.245 
2025-05-07 1:00:00,21.550 ,51.980 ,7.647 ,0.243 
2025-05-07 2:00:00,21.448 ,51.965 ,7.628 ,0.242 
2025-05-07 3:00:00,21.345 ,51.950 ,7.610 ,0.240 
2025-05-07 4:00:00,21.243 ,51.935 ,7.610 ,0.230 
2025-05-07 5:00:00,21.140 ,51.920 ,7.590 ,0.240 
2025-05-07 6:00:00,20.860 ,50.660 ,7.600 ,0.270 
2025-05-07 7:00:00,21.100 ,50.550 ,7.610 ,0.250 
2025-05-07 8:00:00,22.850 ,54.270 ,7.630 ,0.260 
2025-05-07 9:00:00,23.360 ,50.840 ,7.600 ,0.230 
2025-05-07 10:00:00,23.590 ,51.620 ,7.630 ,0.230 
2025-05-07 11:00:00,23.500 ,54.560 ,7.640 ,0.220 
2025-05-07 12:00:00,23.460 ,55.050 ,7.660 ,0.250 
2025-05-07 13:00:00,23.440 ,58.520 ,7.620 ,0.240 
2025-05-07 14:00:00,23.430 ,53.320 ,7.490 ,0.240 
2025-05-07 15:00:00,23.400 ,55.400 ,7.410 ,0.240 
2025-05-07 16:00:00,23.200 ,52.950 ,7.460 ,0.240 
2025-05-07 17:00:00,23.340 ,51.680 ,7.500 ,0.230 
2025-05-07 18:00:00,23.410 ,54.020 ,7.550 ,0.230 
2025-05-07 19:00:00,23.440 ,53.810 ,7.575 ,0.230 
2025-05-07 20:00:00,23.360 ,53.110 ,7.600 ,0.230 
2025-05-07 21:00:00,23.270 ,50.440 ,7.600 ,0.220 
2025-05-07 22:00:00,22.080 ,49.720 ,7.580 ,0.250 
2025-05-07 23:00:00,21.911 ,50.143 ,7.576 ,0.248 
2025-05-08 0:00:00,21.743 ,50.566 ,7.572 ,0.246 
2025-05-08 1:00:00,21.574 ,50.989 ,7.568 ,0.244 
2025-05-08 2:00:00,21.406 ,51.411 ,7.564 ,0.242 
2025-05-08 3:00:00,21.237 ,51.834 ,7.560 ,0.240 
2025-05-08 4:00:00,21.069 ,52.257 ,7.510 ,0.230 
2025-05-08 5:00:00,20.900 ,52.680 ,7.510 ,0.220 
2025-05-08 6:00:00,21.110 ,51.260 ,7.520 ,0.240 
2025-05-08 7:00:00,22.110 ,54.820 ,7.530 ,0.210 
2025-05-08 8:00:00,23.110 ,55.870 ,7.570 ,0.230 
2025-05-08 9:00:00,23.310 ,51.830 ,7.580 ,0.210 
2025-05-08 10:00:00,23.740 ,49.520 ,7.600 ,0.240 
2025-05-08 11:00:00,23.570 ,52.180 ,7.610 ,0.220 
2025-05-08 12:00:00,23.610 ,48.920 ,7.580 ,0.240 
2025-05-08 13:00:00,23.590 ,52.750 ,7.470 ,0.240 
2025-05-08 14:00:00,23.680 ,54.320 ,7.460 ,0.210 
2025-05-08 15:00:00,23.710 ,50.750 ,7.470 ,0.210 
2025-05-08 16:00:00,23.660 ,52.180 ,7.450 ,0.210 
2025-05-08 17:00:00,23.750 ,48.460 ,7.430 ,0.220 
2025-05-08 18:00:00,23.590 ,49.260 ,7.440 ,0.215 
2025-05-08 19:00:00,23.810 ,48.910 ,7.450 ,0.210 
2025-05-08 20:00:00,23.590 ,54.800 ,7.460 ,0.230 
2025-05-08 21:00:00,22.830 ,51.240 ,7.410 ,0.210 
2025-05-08 22:00:00,21.940 ,51.080 ,7.410 ,0.220 
2025-05-08 23:00:00,21.837 ,51.511 ,7.398 ,0.220 
2025-05-09 0:00:00,21.734 ,51.943 ,7.386 ,0.220 
2025-05-09 1:00:00,21.631 ,52.374 ,7.374 ,0.220 
2025-05-09 2:00:00,21.529 ,52.806 ,7.362 ,0.220 
2025-05-09 3:00:00,21.426 ,53.237 ,7.350 ,0.220 
2025-05-09 4:00:00,21.323 ,53.669 ,7.350 ,0.210 
2025-05-09 5:00:00,21.220 ,54.100 ,7.370 ,0.210 
2025-05-09 6:00:00,21.170 ,50.310 ,7.360 ,0.210 
2025-05-09 7:00:00,22.270 ,53.670 ,7.390 ,0.190 
2025-05-09 8:00:00,22.650 ,52.740 ,7.450 ,0.210 
2025-05-09 9:00:00,22.900 ,52.950 ,7.450 ,0.230 
2025-05-09 10:00:00,22.960 ,52.890 ,7.470 ,0.220 
2025-05-09 11:00:00,22.690 ,51.050 ,7.490 ,0.190 
2025-05-09 12:00:00,22.480 ,54.090 ,7.510 ,0.210 
2025-05-09 13:00:00,22.280 ,55.040 ,7.450 ,0.200 
2025-05-09 14:00:00,22.270 ,56.680 ,7.390 ,0.190 
2025-05-09 15:00:00,22.450 ,53.930 ,7.370 ,0.200 
2025-05-09 16:00:00,23.040 ,51.670 ,7.450 ,0.200 
2025-05-09 17:00:00,23.270 ,54.190 ,7.490 ,0.220 
2025-05-09 18:00:00,23.240 ,53.520 ,7.490 ,0.210 
2025-05-09 19:00:00,23.210 ,54.580 ,7.490 ,0.230 
2025-05-09 20:00:00,23.240 ,52.660 ,7.490 ,0.200 
2025-05-09 21:00:00,22.370 ,53.210 ,7.510 ,0.200 
2025-05-09 22:00:00,22.248 ,52.841 ,7.480 ,0.210 
2025-05-09 23:00:00,22.125 ,52.473 ,7.468 ,0.206 
2025-05-10 0:00:00,22.003 ,52.104 ,7.456 ,0.202 
2025-05-10 1:00:00,21.880 ,51.735 ,7.444 ,0.198 
2025-05-10 2:00:00,21.758 ,51.366 ,7.432 ,0.194 
2025-05-10 3:00:00,21.635 ,50.998 ,7.420 ,0.190 
2025-05-10 4:00:00,21.513 ,50.629 ,7.410 ,0.190 
2025-05-10 5:00:00,21.390 ,50.260 ,7.410 ,0.200 
2025-05-10 6:00:00,21.000 ,54.120 ,7.390 ,0.190 
2025-05-10 7:00:00,21.200 ,53.900 ,7.370 ,0.180 
2025-05-10 8:00:00,22.030 ,54.570 ,7.380 ,0.180 
2025-05-10 9:00:00,22.480 ,53.360 ,7.420 ,0.180 
2025-05-10 10:00:00,22.550 ,57.160 ,7.390 ,0.190 
2025-05-10 11:00:00,22.590 ,54.680 ,7.440 ,0.200 
2025-05-10 12:00:00,22.560 ,55.650 ,7.410 ,0.180 
2025-05-10 13:00:00,22.520 ,55.350 ,7.390 ,0.180 
2025-05-10 14:00:00,22.470 ,57.010 ,7.370 ,0.180 
2025-05-10 15:00:00,22.340 ,56.650 ,7.420 ,0.210 
2025-05-10 16:00:00,22.510 ,55.120 ,7.380 ,0.180 
2025-05-10 17:00:00,22.430 ,58.020 ,7.460 ,0.180 
2025-05-10 18:00:00,22.470 ,57.510 ,7.400 ,0.180 
2025-05-10 19:00:00,22.430 ,56.440 ,7.410 ,0.180 
2025-05-10 20:00:00,22.510 ,54.450 ,7.430 ,0.190 
2025-05-10 21:00:00,22.280 ,56.850 ,7.440 ,0.180 
2025-05-10 22:00:00,21.320 ,49.800 ,7.400 ,0.190 
2025-05-10 23:00:00,21.150 ,50.570 ,7.380 ,0.210 
2025-05-11 0:00:00,20.880 ,51.530 ,7.390 ,0.180 
2025-05-11 1:00:00,20.880 ,50.870 ,7.420 ,0.190 
2025-05-11 2:00:00,20.760 ,51.150 ,7.410 ,0.190 
2025-05-11 3:00:00,20.670 ,52.330 ,7.400 ,0.210 
2025-05-11 4:00:00,20.490 ,55.960 ,7.390 ,0.190 
2025-05-11 5:00:00,20.400 ,53.630 ,7.350 ,0.210 
2025-05-11 6:00:00,20.700 ,52.360 ,7.340 ,0.210 
2025-05-11 7:00:00,20.960 ,51.150 ,7.360 ,0.180 
2025-05-11 8:00:00,21.960 ,55.480 ,7.380 ,0.220 
2025-05-11 9:00:00,22.610 ,53.900 ,7.430 ,0.190 
2025-05-11 10:00:00,22.680 ,57.700 ,7.430 ,0.200 
2025-05-11 11:00:00,22.740 ,57.580 ,7.425 ,0.205 
2025-05-11 12:00:00,22.760 ,55.610 ,7.420 ,0.210 
2025-05-11 13:00:00,22.830 ,52.720 ,7.420 ,0.190 
2025-05-11 14:00:00,22.860 ,56.550 ,7.460 ,0.180 
2025-05-11 15:00:00,23.020 ,58.630 ,7.440 ,0.190 
2025-05-11 16:00:00,23.020 ,54.770 ,7.470 ,0.180 
2025-05-11 17:00:00,22.900 ,56.510 ,7.490 ,0.190 
2025-05-11 18:00:00,22.820 ,58.420 ,7.500 ,0.180 
2025-05-11 19:00:00,22.660 ,56.940 ,7.510 ,0.180 
2025-05-11 20:00:00,22.850 ,53.790 ,7.510 ,0.180 
2025-05-11 21:00:00,22.590 ,56.040 ,7.510 ,0.170 
2025-05-11 22:00:00,21.760 ,52.900 ,7.480 ,0.180 
2025-05-11 23:00:00,21.420 ,50.510 ,7.430 ,0.190 
2025-05-12 0:00:00,21.170 ,50.880 ,7.370 ,0.180 
2025-05-12 1:00:00,20.800 ,52.330 ,7.360 ,0.190 
2025-05-12 2:00:00,20.790 ,50.210 ,7.380 ,0.200 
2025-05-12 3:00:00,20.880 ,53.380 ,7.350 ,0.190 
2025-05-12 4:00:00,20.750 ,50.350 ,7.340 ,0.210 
2025-05-12 5:00:00,20.590 ,52.450 ,7.340 ,0.180 
2025-05-12 6:00:00,20.620 ,51.640 ,7.370 ,0.200 
2025-05-12 7:00:00,21.180 ,56.140 ,7.360 ,0.210 
2025-05-12 8:00:00,22.740 ,53.140 ,7.350 ,0.210 
2025-05-12 9:00:00,23.090 ,51.510 ,7.330 ,0.220 
2025-05-12 10:00:00,23.370 ,53.800 ,7.310 ,0.240 
2025-05-12 11:00:00,23.330 ,56.220 ,7.280 ,0.230 
2025-05-12 12:00:00,23.370 ,55.530 ,7.280 ,0.230 
2025-05-12 13:00:00,23.210 ,52.450 ,7.290 ,0.240 
2025-05-12 14:00:00,23.230 ,55.920 ,7.285 ,0.240 
2025-05-12 15:00:00,23.340 ,55.830 ,7.280 ,0.240 
2025-05-12 16:00:00,23.210 ,54.800 ,7.300 ,0.240 
2025-05-12 17:00:00,23.470 ,49.290 ,7.290 ,0.250 
2025-05-12 18:00:00,23.510 ,49.520 ,7.300 ,0.250 
2025-05-12 19:00:00,23.410 ,53.220 ,7.270 ,0.230 
2025-05-12 20:00:00,23.510 ,54.060 ,7.270 ,0.240 
2025-05-12 21:00:00,23.170 ,52.590 ,7.260 ,0.260 
2025-05-12 22:00:00,22.400 ,49.210 ,7.250 ,0.240 
2025-05-12 23:00:00,22.236 ,49.357 ,7.242 ,0.248 
2025-05-13 0:00:00,22.071 ,49.504 ,7.234 ,0.256 
2025-05-13 1:00:00,21.907 ,49.651 ,7.226 ,0.264 
2025-05-13 2:00:00,21.743 ,49.799 ,7.218 ,0.272 
2025-05-13 3:00:00,21.579 ,49.946 ,7.210 ,0.280 
2025-05-13 4:00:00,21.414 ,50.093 ,7.230 ,0.300 
2025-05-13 5:00:00,21.250 ,50.240 ,7.240 ,0.310 
2025-05-13 6:00:00,21.210 ,52.280 ,7.280 ,0.280 
2025-05-13 7:00:00,22.070 ,56.010 ,7.290 ,0.310 
2025-05-13 8:00:00,22.430 ,56.980 ,7.300 ,0.270 
2025-05-13 9:00:00,23.340 ,52.250 ,7.310 ,0.270 
2025-05-13 10:00:00,23.660 ,51.320 ,7.320 ,0.270 
2025-05-13 11:00:00,23.590 ,51.280 ,7.350 ,0.270 
2025-05-13 12:00:00,23.620 ,51.040 ,7.370 ,0.270 
2025-05-13 13:00:00,23.690 ,57.060 ,7.380 ,0.280 
2025-05-13 14:00:00,23.690 ,53.540 ,7.370 ,0.250 
2025-05-13 15:00:00,23.720 ,51.280 ,7.370 ,0.260 
2025-05-13 16:00:00,23.810 ,53.550 ,7.380 ,0.250 
2025-05-13 17:00:00,23.950 ,53.830 ,7.380 ,0.240 
2025-05-13 18:00:00,23.500 ,53.370 ,7.410 ,0.260 
2025-05-13 19:00:00,23.660 ,51.900 ,7.410 ,0.240 
2025-05-13 20:00:00,23.660 ,56.100 ,7.400 ,0.230 
2025-05-13 21:00:00,23.130 ,52.020 ,7.380 ,0.230 
2025-05-13 22:00:00,22.590 ,49.610 ,7.370 ,0.240 
2025-05-13 23:00:00,22.463 ,49.977 ,7.366 ,0.234 
2025-05-14 0:00:00,22.336 ,50.344 ,7.362 ,0.228 
2025-05-14 1:00:00,22.209 ,50.711 ,7.358 ,0.222 
2025-05-14 2:00:00,22.081 ,51.079 ,7.354 ,0.216 
2025-05-14 3:00:00,21.954 ,51.446 ,7.350 ,0.210 
2025-05-14 4:00:00,21.827 ,51.813 ,7.350 ,0.215 
2025-05-14 5:00:00,21.700 ,52.180 ,7.350 ,0.220 
2025-05-14 6:00:00,22.030 ,53.520 ,7.370 ,0.230 
2025-05-14 7:00:00,23.620 ,53.130 ,7.380 ,0.230 
2025-05-14 8:00:00,24.030 ,50.360 ,7.380 ,0.220 
2025-05-14 9:00:00,24.170 ,57.100 ,7.330 ,0.230 
2025-05-14 10:00:00,24.010 ,52.890 ,7.360 ,0.200 
2025-05-14 11:00:00,23.850 ,55.820 ,7.400 ,0.200 
2025-05-14 12:00:00,23.920 ,50.180 ,7.390 ,0.210 
2025-05-14 13:00:00,23.910 ,57.180 ,7.360 ,0.200 
2025-05-14 14:00:00,23.660 ,49.620 ,7.410 ,0.190 
2025-05-14 15:00:00,24.840 ,54.650 ,7.340 ,0.190 
2025-05-14 16:00:00,27.320 ,55.530 ,7.330 ,0.220 
2025-05-14 17:00:00,27.900 ,45.330 ,7.330 ,0.210 
2025-05-14 18:00:00,24.430 ,50.200 ,7.370 ,0.200 
2025-05-14 19:00:00,24.030 ,50.980 ,7.330 ,0.200 
2025-05-14 20:00:00,24.020 ,50.240 ,7.330 ,0.220 
2025-05-14 21:00:00,23.200 ,53.420 ,7.300 ,0.190 
2025-05-14 22:00:00,23.094 ,52.980 ,7.308 ,0.193 
2025-05-14 23:00:00,22.988 ,52.540 ,7.317 ,0.197 
2025-05-15 0:00:00,22.881 ,52.100 ,7.325 ,0.200 
2025-05-15 1:00:00,22.775 ,51.660 ,7.333 ,0.203 
2025-05-15 2:00:00,22.669 ,51.220 ,7.342 ,0.207 
2025-05-15 3:00:00,22.563 ,50.780 ,7.350 ,0.210 
2025-05-15 4:00:00,22.456 ,50.340 ,7.350 ,0.190 
2025-05-15 5:00:00,22.350 ,49.900 ,7.350 ,0.190 
2025-05-15 6:00:00,22.170 ,51.550 ,7.360 ,0.210 
2025-05-15 7:00:00,22.270 ,55.220 ,7.350 ,0.190 
2025-05-15 8:00:00,23.110 ,53.270 ,7.360 ,0.180 
2025-05-15 9:00:00,23.550 ,55.680 ,7.370 ,0.200 
2025-05-15 10:00:00,23.710 ,55.190 ,7.390 ,0.200 
2025-05-15 11:00:00,23.780 ,49.390 ,7.410 ,0.200 
2025-05-15 12:00:00,24.160 ,50.630 ,7.410 ,0.180 
2025-05-15 13:00:00,24.090 ,48.820 ,7.320 ,0.180 
2025-05-15 14:00:00,23.880 ,55.520 ,7.310 ,0.170 
2025-05-15 15:00:00,23.780 ,46.360 ,7.360 ,0.180 
2025-05-15 16:00:00,24.060 ,48.840 ,7.260 ,0.190 
2025-05-15 17:00:00,23.860 ,51.520 ,7.240 ,0.190 
2025-05-15 18:00:00,23.510 ,53.460 ,7.220 ,0.190 
2025-05-15 19:00:00,23.510 ,48.380 ,7.240 ,0.200 
2025-05-15 20:00:00,23.430 ,49.100 ,7.230 ,0.210 
2025-05-15 21:00:00,23.130 ,52.630 ,7.240 ,0.210 
2025-05-15 22:00:00,22.490 ,50.180 ,7.250 ,0.190 
2025-05-15 23:00:00,22.404 ,50.337 ,7.262 ,0.190 
2025-05-16 0:00:00,22.319 ,50.494 ,7.274 ,0.190 
2025-05-16 1:00:00,22.233 ,50.651 ,7.286 ,0.190 
2025-05-16 2:00:00,22.147 ,50.809 ,7.298 ,0.190 
2025-05-16 3:00:00,22.061 ,50.966 ,7.310 ,0.190 
2025-05-16 4:00:00,21.976 ,51.123 ,7.310 ,0.180 
2025-05-16 5:00:00,21.890 ,51.280 ,7.300 ,0.180 
2025-05-16 6:00:00,21.900 ,51.320 ,7.290 ,0.200 
2025-05-16 7:00:00,22.810 ,52.250 ,7.310 ,0.185 
2025-05-16 8:00:00,23.200 ,53.750 ,7.330 ,0.170 
2025-05-16 9:00:00,23.470 ,55.530 ,7.360 ,0.170 
2025-05-16 10:00:00,23.660 ,52.910 ,7.340 ,0.180 
2025-05-16 11:00:00,23.850 ,58.300 ,7.380 ,0.200 
2025-05-16 12:00:00,23.690 ,49.060 ,7.390 ,0.200 
2025-05-16 13:00:00,23.530 ,50.680 ,7.400 ,0.200 
2025-05-16 14:00:00,23.530 ,47.700 ,7.290 ,0.190 
2025-05-16 15:00:00,23.760 ,47.490 ,7.290 ,0.190 
2025-05-16 16:00:00,23.570 ,48.960 ,7.290 ,0.180 
2025-05-16 17:00:00,23.760 ,52.060 ,7.230 ,0.170 
2025-05-16 18:00:00,23.540 ,50.940 ,7.150 ,0.210 
2025-05-16 19:00:00,23.720 ,50.040 ,7.150 ,0.220 
2025-05-16 20:00:00,23.840 ,52.010 ,7.180 ,0.200 
2025-05-16 21:00:00,23.000 ,52.330 ,7.240 ,0.200 
2025-05-16 22:00:00,22.650 ,51.100 ,7.210 ,0.210 
2025-05-16 23:00:00,22.521 ,51.143 ,7.212 ,0.215 
2025-05-17 0:00:00,22.393 ,51.185 ,7.213 ,0.220 
2025-05-17 1:00:00,22.264 ,51.228 ,7.215 ,0.225 
2025-05-17 2:00:00,22.135 ,51.270 ,7.217 ,0.230 
2025-05-17 3:00:00,22.006 ,51.313 ,7.218 ,0.235 
2025-05-17 4:00:00,21.878 ,51.355 ,7.220 ,0.240 
2025-05-17 5:00:00,21.749 ,51.398 ,7.240 ,0.220 
2025-05-17 6:00:00,21.620 ,51.440 ,7.230 ,0.220 
2025-05-17 7:00:00,22.010 ,50.820 ,7.250 ,0.210 
2025-05-17 8:00:00,23.610 ,47.190 ,7.220 ,0.230 
