time,temperature,humidity,ph,ec
2025-06-01 09:40:00,20.605 ,52.440 ,6.216 ,4.042 
2025-06-01 09:45:00,20.477 ,48.553 ,6.221 ,4.035 
2025-06-01 09:50:00,20.508 ,51.457 ,6.224 ,4.045 
2025-06-01 09:55:00,20.557 ,48.558 ,6.227 ,4.054 
2025-06-01 10:00:00,20.575 ,51.688 ,6.222 ,4.047 
2025-06-01 10:05:00,20.362 ,47.878 ,6.226 ,4.049 
2025-06-01 10:10:00,20.638 ,52.467 ,6.227 ,4.041 
2025-06-01 10:15:00,20.407 ,47.845 ,6.226 ,4.040 
2025-06-01 10:20:00,20.642 ,52.488 ,6.224 ,4.051 
2025-06-01 10:25:00,20.365 ,47.473 ,6.228 ,4.048 
2025-06-01 10:30:00,20.682 ,52.845 ,6.230 ,4.043 
2025-06-01 10:35:00,20.308 ,47.968 ,6.227 ,4.043 
2025-06-01 10:40:00,20.655 ,52.420 ,6.234 ,4.053 
2025-06-01 10:45:00,20.452 ,48.267 ,6.234 ,4.059 
2025-06-01 10:50:00,20.537 ,51.937 ,6.230 ,4.054 
2025-06-01 10:55:00,20.582 ,48.650 ,6.232 ,4.053 
2025-06-01 11:00:00,20.525 ,51.248 ,6.220 ,4.098 
2025-06-01 11:05:00,20.425 ,47.757 ,6.192 ,4.098 
2025-06-01 11:10:00,20.293 ,49.327 ,6.187 ,4.098 
2025-06-01 11:15:00,20.668 ,50.843 ,6.197 ,4.096 
2025-06-01 11:20:00,20.318 ,49.708 ,6.200 ,4.099 
2025-06-01 11:25:00,20.733 ,50.410 ,6.205 ,4.103 
2025-06-01 11:30:00,20.295 ,49.483 ,6.202 ,4.111 
2025-06-01 11:35:00,20.733 ,51.187 ,6.210 ,4.107 
2025-06-01 11:40:00,20.347 ,49.087 ,6.205 ,4.101 
2025-06-01 11:45:00,20.700 ,50.380 ,6.208 ,4.116 
2025-06-01 11:50:00,20.225 ,48.630 ,6.204 ,4.100 
2025-06-01 11:55:00,20.787 ,51.422 ,6.205 ,4.105 
2025-06-01 12:00:00,20.217 ,48.492 ,6.202 ,4.105 
2025-06-01 12:05:00,20.838 ,52.503 ,6.205 ,4.112 
2025-06-01 12:10:00,20.265 ,47.408 ,6.202 ,4.108 
2025-06-01 12:15:00,20.775 ,52.818 ,6.205 ,4.099 
2025-06-01 12:20:00,20.262 ,47.532 ,6.204 ,4.110 
2025-06-01 12:25:00,20.780 ,52.687 ,6.199 ,4.112 
2025-06-01 12:30:00,20.235 ,46.703 ,6.198 ,4.112 
2025-06-01 12:35:00,20.687 ,52.185 ,6.194 ,4.114 
2025-06-01 12:40:00,20.310 ,46.917 ,6.196 ,4.110 
2025-06-01 12:45:00,20.698 ,52.482 ,6.197 ,4.114 
2025-06-01 12:50:00,20.483 ,48.188 ,6.187 ,4.113 
2025-06-01 12:55:00,20.406 ,50.457 ,6.195 ,4.110 
2025-06-01 13:00:00,20.710 ,50.695 ,6.199 ,4.115 
2025-06-01 13:05:00,20.397 ,49.477 ,6.188 ,4.116 
2025-06-01 13:10:00,20.585 ,48.295 ,6.195 ,4.120 
2025-06-01 13:15:00,20.365 ,49.972 ,6.185 ,4.121 
2025-06-01 13:20:00,20.662 ,49.467 ,6.191 ,4.122 
2025-06-01 13:25:00,20.302 ,48.830 ,6.188 ,4.118 
2025-06-01 13:30:00,20.782 ,51.085 ,6.186 ,4.117 
2025-06-01 13:35:00,20.290 ,47.990 ,6.188 ,4.125 
2025-06-01 13:40:00,20.702 ,50.207 ,6.182 ,4.126 
2025-06-01 13:45:00,20.182 ,46.198 ,6.188 ,4.119 
2025-06-01 13:50:00,20.722 ,50.625 ,6.186 ,4.118 
2025-06-01 13:55:00,20.262 ,49.353 ,6.188 ,4.124 
2025-06-01 14:00:00,20.787 ,52.345 ,6.189 ,4.119 
2025-06-01 14:05:00,20.238 ,48.112 ,6.179 ,4.120 
2025-06-01 14:10:00,20.793 ,52.002 ,6.183 ,4.120 
2025-06-01 14:15:00,20.278 ,47.343 ,6.180 ,4.127 
2025-06-01 14:20:00,20.772 ,51.295 ,6.180 ,4.127 
2025-06-01 14:25:00,20.210 ,47.878 ,6.183 ,4.134 
2025-06-01 14:30:00,20.785 ,51.540 ,6.185 ,4.134 
2025-06-01 14:35:00,20.242 ,47.610 ,6.178 ,4.133 
2025-06-01 14:40:00,20.773 ,51.618 ,6.178 ,4.136 
2025-06-01 14:45:00,20.268 ,47.635 ,6.174 ,4.132 
2025-06-01 14:50:00,20.763 ,50.985 ,6.178 ,4.140 
2025-06-01 14:55:00,20.202 ,47.785 ,6.173 ,4.138 
2025-06-01 15:00:00,20.805 ,52.193 ,6.169 ,4.134 
2025-06-01 15:05:00,20.240 ,47.553 ,6.170 ,4.135 
2025-06-01 15:10:00,20.820 ,51.923 ,6.169 ,4.138 
2025-06-01 15:15:00,20.290 ,47.042 ,6.168 ,4.142 
2025-06-01 15:20:00,20.762 ,50.925 ,6.168 ,4.144 
2025-06-01 15:25:00,20.168 ,46.580 ,6.168 ,4.148 
2025-06-01 15:30:00,20.762 ,52.657 ,6.171 ,4.147 
2025-06-01 15:35:00,20.273 ,47.863 ,6.159 ,4.140 
2025-06-01 15:40:00,20.738 ,52.007 ,6.165 ,4.142 
2025-06-01 15:45:00,20.367 ,47.483 ,6.168 ,4.142 
2025-06-01 15:50:00,20.638 ,51.608 ,6.163 ,4.140 
2025-06-01 15:55:00,20.398 ,47.642 ,6.162 ,4.148 
2025-06-01 16:00:00,20.643 ,51.500 ,6.162 ,4.147 
2025-06-01 16:05:00,20.325 ,47.122 ,6.163 ,4.140 
2025-06-01 16:10:00,20.633 ,51.700 ,6.163 ,4.149 
2025-06-01 16:15:00,20.443 ,47.827 ,6.166 ,4.148 
2025-06-01 16:20:00,20.575 ,51.550 ,6.163 ,4.153 
2025-06-01 16:25:00,20.523 ,48.093 ,6.157 ,4.145 
2025-06-01 16:30:00,20.568 ,51.247 ,6.167 ,4.150 
2025-06-01 16:35:00,20.410 ,47.460 ,6.160 ,4.150 
2025-06-01 16:40:00,20.383 ,49.767 ,6.160 ,4.149 
2025-06-01 16:45:00,20.615 ,49.295 ,6.161 ,4.150 
2025-06-01 16:50:00,20.273 ,48.672 ,6.151 ,4.154 
2025-06-01 16:55:00,20.740 ,50.417 ,6.160 ,4.157 
2025-06-01 17:00:00,20.360 ,49.470 ,6.157 ,4.159 
2025-06-01 17:05:00,20.710 ,50.260 ,6.155 ,4.155 
2025-06-01 17:10:00,20.337 ,48.420 ,6.157 ,4.162 
2025-06-01 17:15:00,20.693 ,49.763 ,6.156 ,4.161 
2025-06-01 17:20:00,20.218 ,48.195 ,6.150 ,4.155 
2025-06-01 17:25:00,20.773 ,51.040 ,6.157 ,4.158 
2025-06-01 17:30:00,20.262 ,48.238 ,6.144 ,4.159 
2025-06-01 17:35:00,20.795 ,51.677 ,6.156 ,4.162 
2025-06-01 17:40:00,20.232 ,46.652 ,6.151 ,4.167 
2025-06-01 17:45:00,20.748 ,51.610 ,6.168 ,4.106 
2025-06-01 17:50:00,20.202 ,46.572 ,6.172 ,4.101 
2025-06-01 17:55:00,20.785 ,51.433 ,6.177 ,4.106 
2025-06-01 18:00:00,20.133 ,46.443 ,6.171 ,4.105 
2025-06-01 18:05:00,19.572 ,44.005 ,6.173 ,4.107 
2025-06-01 18:10:00,19.147 ,43.840 ,6.176 ,4.101 
2025-06-01 18:15:00,18.748 ,43.715 ,6.179 ,4.104 
2025-06-01 18:20:00,18.412 ,43.850 ,6.178 ,4.101 
2025-06-01 18:25:00,18.153 ,43.797 ,6.183 ,4.112 
2025-06-01 18:30:00,17.895 ,44.298 ,6.177 ,4.120 
2025-06-01 18:35:00,17.628 ,43.558 ,6.184 ,4.108 
2025-06-01 18:40:00,17.455 ,43.757 ,6.187 ,4.116 
2025-06-01 18:45:00,17.233 ,43.673 ,6.191 ,4.111 
2025-06-01 18:50:00,17.095 ,43.795 ,6.187 ,4.117 
2025-06-01 18:55:00,16.948 ,43.873 ,6.190 ,4.114 
2025-06-01 19:00:00,16.785 ,44.373 ,6.191 ,4.119 
2025-06-01 19:05:00,16.617 ,43.617 ,6.194 ,4.115 
2025-06-01 19:10:00,16.507 ,43.760 ,6.192 ,4.111 
2025-06-01 19:15:00,16.373 ,43.652 ,6.196 ,4.121 
2025-06-01 19:20:00,16.250 ,43.730 ,6.203 ,4.125 
2025-06-01 19:25:00,16.190 ,44.018 ,6.195 ,4.119 
2025-06-01 19:30:00,16.087 ,44.042 ,6.196 ,4.127 
2025-06-01 19:35:00,15.932 ,43.973 ,6.199 ,4.127 
2025-06-01 19:40:00,15.855 ,42.922 ,6.199 ,4.129 
2025-06-01 19:45:00,15.752 ,43.525 ,6.203 ,4.132 
2025-06-01 19:50:00,15.712 ,43.083 ,6.199 ,4.132 
2025-06-01 19:55:00,15.615 ,43.525 ,6.213 ,4.133 
2025-06-01 20:00:00,15.573 ,43.450 ,6.204 ,4.131 
2025-06-01 20:05:00,15.447 ,43.692 ,6.199 ,4.140 
2025-06-01 20:10:00,15.403 ,42.915 ,6.209 ,4.133 
2025-06-01 20:15:00,15.357 ,43.693 ,6.210 ,4.143 
2025-06-01 20:20:00,15.343 ,43.298 ,6.212 ,4.134 
2025-06-01 20:25:00,15.345 ,44.233 ,6.208 ,4.143 
2025-06-01 20:30:00,15.325 ,44.173 ,6.209 ,4.137 
2025-06-01 20:35:00,15.313 ,44.443 ,6.210 ,4.136 
2025-06-01 20:40:00,15.318 ,43.668 ,6.211 ,4.143 
2025-06-01 20:45:00,15.330 ,44.472 ,6.205 ,4.148 
2025-06-01 20:50:00,15.328 ,44.337 ,6.207 ,4.148 
2025-06-01 20:55:00,15.412 ,46.638 ,6.208 ,4.143 
2025-06-01 21:00:00,15.687 ,50.552 ,6.203 ,4.150 
2025-06-01 21:05:00,15.727 ,51.905 ,6.208 ,4.143 
2025-06-01 21:10:00,15.657 ,49.360 ,6.206 ,4.155 
2025-06-01 21:15:00,15.418 ,46.490 ,6.203 ,4.150 
2025-06-01 21:20:00,15.222 ,46.187 ,6.211 ,4.156 
2025-06-01 21:25:00,15.087 ,45.965 ,6.207 ,4.143 
2025-06-01 21:30:00,14.910 ,44.378 ,6.207 ,4.158 
2025-06-01 21:35:00,14.713 ,43.475 ,6.211 ,4.163 
2025-06-01 21:40:00,14.503 ,43.448 ,6.205 ,4.153 
2025-06-01 21:45:00,14.302 ,42.643 ,6.215 ,4.153 
2025-06-01 21:50:00,14.178 ,43.610 ,6.205 ,4.153 
2025-06-01 21:55:00,15.467 ,57.965 ,6.210 ,4.161 
2025-06-01 22:00:00,15.505 ,48.163 ,6.207 ,4.171 
2025-06-01 22:05:00,14.875 ,43.592 ,6.203 ,4.169 
2025-06-01 22:10:00,14.517 ,43.293 ,6.211 ,4.171 
2025-06-01 22:15:00,14.287 ,42.857 ,6.204 ,4.165 
2025-06-01 22:20:00,14.122 ,43.650 ,6.206 ,4.160 
2025-06-01 22:25:00,15.435 ,59.098 ,6.205 ,4.157 
2025-06-01 22:30:00,15.563 ,49.823 ,6.200 ,4.161 
2025-06-01 22:35:00,14.912 ,44.988 ,6.206 ,4.160 
2025-06-01 22:40:00,14.623 ,44.112 ,6.204 ,4.161 
2025-06-01 22:45:00,14.395 ,44.262 ,6.204 ,4.166 
2025-06-01 22:50:00,14.227 ,44.220 ,6.203 ,4.168 
2025-06-01 22:55:00,15.345 ,58.150 ,6.206 ,4.170 
2025-06-01 23:00:00,15.642 ,50.907 ,6.206 ,4.172 
2025-06-01 23:05:00,14.947 ,44.813 ,6.211 ,4.161 
2025-06-01 23:10:00,14.602 ,44.135 ,6.216 ,4.170 
2025-06-01 23:15:00,14.345 ,43.680 ,6.211 ,4.162 
2025-06-01 23:20:00,14.173 ,44.752 ,6.207 ,4.181 
2025-06-01 23:25:00,15.410 ,58.545 ,6.208 ,4.180 
2025-06-01 23:30:00,15.618 ,50.750 ,6.207 ,4.170 
2025-06-01 23:35:00,14.955 ,45.140 ,6.204 ,4.170 
2025-06-01 23:40:00,14.638 ,44.567 ,6.203 ,4.182 
2025-06-01 23:45:00,14.382 ,43.878 ,6.215 ,4.182 
2025-06-01 23:50:00,14.220 ,44.755 ,6.202 ,4.187 
2025-06-01 23:55:00,15.393 ,58.023 ,6.202 ,4.182 
2025-06-02 00:00:00,15.560 ,50.255 ,6.198 ,4.184 
2025-06-02 00:05:00,14.898 ,44.740 ,6.196 ,4.182 
2025-06-02 00:10:00,14.575 ,44.288 ,6.202 ,4.177 
2025-06-02 00:15:00,14.323 ,43.618 ,6.197 ,4.186 
2025-06-02 00:20:00,14.132 ,44.912 ,6.199 ,4.190 
2025-06-02 00:25:00,15.412 ,59.057 ,6.193 ,4.184 
2025-06-02 00:30:00,15.587 ,51.087 ,6.196 ,4.181 
2025-06-02 00:35:00,14.952 ,44.885 ,6.193 ,4.185 
2025-06-02 00:40:00,14.598 ,44.505 ,6.199 ,4.191 
2025-06-02 00:45:00,14.355 ,43.732 ,6.196 ,4.181 
2025-06-02 00:50:00,14.172 ,44.648 ,6.206 ,4.177 
2025-06-02 00:55:00,15.385 ,58.663 ,6.218 ,4.092 
2025-06-02 01:00:00,15.562 ,51.125 ,6.214 ,4.115 
2025-06-02 01:05:00,14.925 ,44.997 ,6.215 ,4.118 
2025-06-02 01:10:00,14.585 ,44.512 ,6.216 ,4.106 
2025-06-02 01:15:00,14.348 ,43.792 ,6.223 ,4.120 
2025-06-02 01:20:00,14.172 ,44.632 ,6.219 ,4.120 
2025-06-02 01:25:00,15.410 ,58.760 ,6.223 ,4.113 
2025-06-02 01:30:00,15.612 ,51.335 ,6.229 ,4.123 
2025-06-02 01:35:00,14.925 ,44.918 ,6.224 ,4.128 
2025-06-02 01:40:00,14.598 ,44.620 ,6.225 ,4.121 
2025-06-02 01:45:00,14.343 ,44.002 ,6.223 ,4.122 
2025-06-02 01:50:00,14.182 ,44.858 ,6.225 ,4.127 
2025-06-02 01:55:00,15.428 ,58.755 ,6.229 ,4.123 
2025-06-02 02:00:00,15.618 ,51.172 ,6.230 ,4.129 
2025-06-02 02:05:00,14.940 ,44.867 ,6.229 ,4.129 
2025-06-02 02:10:00,14.598 ,44.523 ,6.231 ,4.128 
2025-06-02 02:15:00,14.357 ,43.987 ,6.230 ,4.132 
2025-06-02 02:20:00,14.177 ,44.958 ,6.234 ,4.130 
2025-06-02 02:25:00,15.420 ,58.962 ,6.229 ,4.129 
2025-06-02 02:30:00,15.615 ,51.235 ,6.229 ,4.125 
2025-06-02 02:35:00,14.953 ,45.022 ,6.226 ,4.123 
2025-06-02 02:40:00,14.640 ,44.773 ,6.234 ,4.135 
2025-06-02 02:45:00,14.365 ,44.325 ,6.226 ,4.136 
2025-06-02 02:50:00,14.192 ,45.145 ,6.221 ,4.130 
2025-06-02 02:55:00,15.353 ,58.298 ,6.232 ,4.137 
2025-06-02 03:00:00,15.648 ,51.845 ,6.225 ,4.134 
2025-06-02 03:05:00,14.975 ,45.115 ,6.228 ,4.139 
2025-06-02 03:10:00,14.653 ,44.675 ,6.233 ,4.132 
2025-06-02 03:15:00,14.365 ,44.177 ,6.229 ,4.137 
2025-06-02 03:20:00,14.180 ,44.798 ,6.229 ,4.138 
2025-06-02 03:25:00,15.305 ,57.948 ,6.235 ,4.135 
2025-06-02 03:30:00,15.687 ,52.590 ,6.227 ,4.137 
2025-06-02 03:35:00,14.960 ,45.220 ,6.234 ,4.135 
2025-06-02 03:40:00,14.625 ,44.582 ,6.228 ,4.134 
2025-06-02 03:45:00,14.337 ,43.938 ,6.230 ,4.140 
2025-06-02 03:50:00,14.167 ,44.703 ,6.223 ,4.148 
2025-06-02 03:55:00,15.362 ,58.413 ,6.231 ,4.136 
2025-06-02 04:00:00,15.648 ,52.422 ,6.228 ,4.139 
2025-06-02 04:05:00,14.943 ,45.032 ,6.221 ,4.142 
2025-06-02 04:10:00,14.617 ,44.342 ,6.223 ,4.139 
2025-06-02 04:15:00,14.338 ,43.603 ,6.228 ,4.143 
2025-06-02 04:20:00,14.128 ,44.702 ,6.221 ,4.137 
2025-06-02 04:25:00,15.393 ,58.878 ,6.222 ,4.155 
2025-06-02 04:30:00,15.620 ,51.668 ,6.224 ,4.145 
2025-06-02 04:35:00,14.913 ,44.720 ,6.229 ,4.149 
2025-06-02 04:40:00,14.538 ,44.160 ,6.225 ,4.142 
2025-06-02 04:45:00,14.257 ,43.512 ,6.223 ,4.149 
2025-06-02 04:50:00,14.115 ,44.950 ,6.215 ,4.147 
2025-06-02 04:55:00,15.423 ,59.655 ,6.221 ,4.148 
2025-06-02 05:00:00,15.585 ,51.100 ,6.222 ,4.148 
2025-06-02 05:05:00,14.882 ,44.743 ,6.221 ,4.145 
2025-06-02 05:10:00,14.557 ,44.388 ,6.222 ,4.154 
2025-06-02 05:15:00,14.262 ,43.810 ,6.221 ,4.147 
2025-06-02 05:20:00,14.100 ,44.885 ,6.214 ,4.146 
2025-06-02 05:25:00,15.368 ,59.188 ,6.218 ,4.158 
2025-06-02 05:30:00,15.613 ,51.648 ,6.224 ,4.149 
2025-06-02 05:35:00,14.917 ,45.043 ,6.221 ,4.155 
2025-06-02 05:40:00,14.565 ,44.412 ,6.223 ,4.151 
2025-06-02 05:45:00,14.295 ,44.043 ,6.224 ,4.154 
2025-06-02 05:50:00,14.128 ,44.893 ,6.217 ,4.157 
2025-06-02 05:55:00,15.365 ,59.347 ,6.218 ,4.154 
2025-06-02 06:00:00,16.500 ,65.337 ,6.215 ,4.165 
2025-06-02 06:05:00,17.330 ,67.492 ,6.216 ,4.144 
2025-06-02 06:10:00,18.022 ,67.645 ,6.214 ,4.161 
2025-06-02 06:15:00,18.635 ,66.933 ,6.208 ,4.163 
2025-06-02 06:20:00,19.212 ,66.972 ,6.206 ,4.155 
2025-06-02 06:25:00,19.693 ,66.470 ,6.211 ,4.161 
2025-06-02 06:30:00,20.140 ,67.130 ,6.205 ,4.166 
2025-06-02 06:35:00,20.552 ,67.708 ,6.206 ,4.160 
2025-06-02 06:40:00,20.805 ,65.695 ,6.213 ,4.160 
2025-06-02 06:45:00,20.172 ,53.260 ,6.202 ,4.151 
2025-06-02 06:50:00,20.738 ,59.690 ,6.197 ,4.156 
2025-06-02 06:55:00,20.362 ,52.188 ,6.203 ,4.151 
2025-06-02 07:00:00,20.458 ,55.427 ,6.192 ,4.146 
2025-06-02 07:05:00,20.537 ,53.833 ,6.195 ,4.157 
2025-06-02 07:10:00,20.438 ,53.745 ,6.193 ,4.149 
2025-06-02 07:15:00,20.538 ,52.260 ,6.196 ,4.146 
2025-06-02 07:20:00,20.527 ,54.753 ,6.185 ,4.151 
2025-06-02 07:25:00,20.497 ,51.222 ,6.192 ,4.149 
2025-06-02 07:30:00,20.542 ,54.360 ,6.188 ,4.143 
2025-06-02 07:35:00,20.397 ,50.212 ,6.187 ,4.153 
2025-06-02 07:40:00,20.558 ,53.858 ,6.187 ,4.152 
2025-06-02 07:45:00,20.395 ,49.777 ,6.188 ,4.146 
2025-06-02 07:50:00,20.710 ,54.823 ,6.182 ,4.152 
2025-06-02 07:55:00,20.252 ,48.467 ,6.180 ,4.155 
2025-06-02 08:00:00,20.560 ,54.142 ,6.181 ,4.159 
2025-06-02 08:05:00,20.358 ,49.638 ,6.180 ,4.153 
2025-06-02 08:10:00,20.670 ,53.977 ,6.185 ,4.152 
2025-06-02 08:15:00,20.322 ,48.947 ,6.180 ,4.151 
